"","set","mean_depth","yelloweye_catch","bocaccio_catch","bait","lure","effort_sec","date","month","start_time","end_time","avg_anglers","Site","basin","survey","angler_hours"
"475","69_Rocky_Bay",50.546,0,0,"unknown","unknown",2100,2015-09-21,9,13:37:00,14:12:00,3,"Rocky_Bay","San Juan Islands","ESA_Genetics",1.75
"476","69_South_Shaw_Island",63.6161142857143,0,0,"no bait","Artificial Lure",5400,2015-09-21,9,08:10:00,09:40:00,3,"South_Shaw_Island","San Juan Islands","ESA_Genetics",4.5
"477","69_Yellow_Island",79.8237333333333,0,0,"no bait","Artificial Lure",2100,2015-09-21,9,11:42:00,12:17:00,3,"Yellow_Island","San Juan Islands","ESA_Genetics",1.75
"478","7_SW_San_Juan_Island",74.676,5,0,"squid","Hook only",14880,2014-07-07,7,07:44:00,11:52:00,4,"SW_San_Juan_Island","San Juan Islands","ESA_Genetics",16.5333333333333
"479","7_SW_San_Juan_Island_offshore",82.4865,0,0,"squid","Hook only",6240,2014-07-07,7,09:45:00,11:29:00,4,"SW_San_Juan_Island_offshore","San Juan Islands","ESA_Genetics",6.93333333333333
"480","7_W_San_Juan_Island/Andrews_Bay",64.516,1,0,"squid","Hook only",2280,2014-07-07,7,12:29:00,13:07:00,4,"W_San_Juan_Island/Andrews_Bay","San Juan Islands","ESA_Genetics",2.53333333333333
"481","70_Haro_Strait_pinnacle",63.627,1,0,"no bait","Artificial Lure",5560,2015-09-22,9,12:15:30,13:48:10,3,"Haro_Strait_pinnacle","San Juan Islands","ESA_Genetics",4.63333333333333
"482","70_Henry_Island",57.15,0,0,"unknown","unknown",1275,2015-09-22,9,11:45:12,12:06:27,3,"Henry_Island","San Juan Islands","ESA_Genetics",1.0625
"483","70_Kellets_Bluff",60.0891428571429,0,0,"no bait","Artificial Lure",1140,2015-09-22,9,10:56:00,11:15:00,3,"Kellets_Bluff","San Juan Islands","ESA_Genetics",0.95
"484","70_Lime_Kiln",45.72,0,0,"no bait","Artificial Lure",1260,2015-09-22,9,09:45:00,10:06:00,3,"Lime_Kiln","San Juan Islands","ESA_Genetics",1.05
"485","70_Pile_Point",59.436,0,0,"no bait","Artificial Lure",4800,2015-09-22,9,08:11:00,09:31:00,3,"Pile_Point","San Juan Islands","ESA_Genetics",4
"486","70_Smallpox_Bay",54.102,0,0,"no bait","Artificial Lure",1440,2015-09-22,9,10:17:00,10:41:00,3,"Smallpox_Bay","San Juan Islands","ESA_Genetics",1.2
"487","71_East_San_Juan_Island",44.03344,0,0,"squid","Hook only",10560,2015-10-05,10,08:41:00,11:37:00,2.2,"East_San_Juan_Island","San Juan Islands","ESA_Genetics",6.45333333333333
"488","71_Open_Bay",165.63975,0,0,"squid","Hook only",8460,2015-10-05,10,12:14:00,14:35:00,2,"Open_Bay","San Juan Islands","ESA_Genetics",4.7
"489","71_Turn_Island",48.3108,0,0,"squid","Hook only",2040,2015-10-05,10,07:57:00,08:31:00,2.125,"Turn_Island","San Juan Islands","ESA_Genetics",1.20416666666667
"490","71_Wasp_passage",54.9656,0,0,"squid","Hook only",5460,2015-10-05,10,09:36:00,11:07:00,2.86666666666667,"Wasp_passage","San Juan Islands","ESA_Genetics",4.34777777777778
"491","72_Eagle_Point",63.4746,0,0,"squid","Hook only",4500,2015-10-06,10,13:06:00,14:21:00,3,"Eagle_Point","San Juan Islands","ESA_Genetics",3.75
"492","72_Point_Disney",48.1076,0,0,"squid","Hook only",13980,2015-10-06,10,08:04:00,11:57:00,3,"Point_Disney","San Juan Islands","ESA_Genetics",11.65
"493","73_Blake_Island",60.96,0,0,"no bait","Artificial Lure",9420,2015-10-15,10,09:21:00,11:58:00,6,"Blake_Island","Central Sound","ESA_Genetics",15.7
"494","73_Blakely_rock",NA,0,0,"unknown","unknown",2280,2015-10-15,10,13:09:00,13:47:00,6,"Blakely_rock","Central Sound","ESA_Genetics",3.8
"495","73_South_Bainbridge",70.104,0,0,"no bait","Artificial Lure",1260,2015-10-15,10,12:23:00,12:44:00,6,"South_Bainbridge","Central Sound","ESA_Genetics",2.1
"496","74_Mukilteo_shoreline",107.2896,0,0,"no bait","Artificial Lure",4080,2015-10-16,10,08:08:00,09:16:00,2.66666666666667,"Mukilteo_shoreline","Whidbey Island","ESA_Genetics",3.02222222222222
"497","74_Port_Susan",81.28,0,1,"no bait","Artificial Lure",17040,2015-10-16,10,10:05:00,14:49:00,3,"Port_Susan","Whidbey Island","ESA_Genetics",14.2
"498","8_Cactus_Islands",54.864,0,0,"squid","Hook only",1390.71428571429,2014-07-08,7,10:43:00,10:43:00,4,"Cactus_Islands","San Juan Islands","ESA_Genetics",1.5452380952381
"499","8_Spieden_Channel",73.152,0,0,"squid","Hook only",1390.71428571429,2014-07-08,7,10:11:00,10:11:00,4,"Spieden_Channel","San Juan Islands","ESA_Genetics",1.5452380952381
"500","8_SW_San_Juan_Island",75.946,0,0,"squid","Hook only",4620,2014-07-08,7,07:37:00,08:54:00,4,"SW_San_Juan_Island","San Juan Islands","ESA_Genetics",5.13333333333333
"501","8_W_Orcas",45.72,0,0,"squid","Hook only",1390.71428571429,2014-07-08,7,11:17:00,11:17:00,4,"W_Orcas","San Juan Islands","ESA_Genetics",1.5452380952381
"502","8_W_San_Juan_Island/Andrews_Bay",75.6774857142857,2,0,"squid","Hook only",1390.71428571429,2014-07-08,7,07:02:00,07:02:00,4,"W_San_Juan_Island/Andrews_Bay","San Juan Islands","ESA_Genetics",1.5452380952381
"503","9_Black's_Point",56.896,0,0,"no bait","Artificial Lure",120,2014-07-17,7,16:43:00,16:45:00,4,"Black's_Point","Hood Canal","ESA_Genetics",0.133333333333333
"504","9_Dive_buoys_north_of_Seal_Rock",22.15896,0,0,"no bait","Artificial Lure",2520,2014-07-17,7,10:13:00,10:55:00,4,"Dive_buoys_north_of_Seal_Rock","Hood Canal","ESA_Genetics",2.8
"505","9_Mid-channel_Dabob_Bay",67.056,0,0,"no bait","Artificial Lure",1390.71428571429,2014-07-17,7,15:03:00,15:03:00,4,"Mid-channel_Dabob_Bay","Hood Canal","ESA_Genetics",1.5452380952381
"506","9_Pulali_Point",36.5222117647059,0,0,"no bait","Artificial Lure",8640,2014-07-17,7,11:18:00,13:42:00,4,"Pulali_Point","Hood Canal","ESA_Genetics",9.6
"507","9_Seal_Rock",30.7848,0,0,"no bait","Artificial Lure",300,2014-07-17,7,14:17:00,14:22:00,4,"Seal_Rock","Hood Canal","ESA_Genetics",0.333333333333333
"508","9_South_Misery_Point",54.102,0,0,"no bait","Artificial Lure",360,2014-07-17,7,16:07:00,16:13:00,4,"South_Misery_Point","Hood Canal","ESA_Genetics",0.4
"509","byc_1_4_mile_rock",28.3464,0,0,"Live large","Hook only",8160,2017-03-31,3,08:39:00,10:55:00,4,"4_mile_rock","Central Sound","lingcod_bycatch",9.06666666666667
"510","byc_1_Blakely_Rocks/Pt._Glover/Boeing_Creek",24.20112,0,0,"no bait","Artificial Lure",8160,2017-03-31,3,13:25:00,15:41:00,4,"Blakely_Rocks/Pt._Glover/Boeing_Creek","Central Sound","lingcod_bycatch",9.06666666666667
"511","byc_1_South_Blake",15.0876,0,0,"Herring","Hook only",4200,2017-03-31,3,11:38:00,12:48:00,3.71428571428571,"South_Blake","Central Sound","lingcod_bycatch",4.33333333333333
"512","byc_10_4_mile_rock",27.03576,0,0,"Herring","Hook only",5880,2017-06-14,6,09:45:00,11:23:00,4,"4_mile_rock","Central Sound","lingcod_bycatch",6.53333333333333
"513","byc_10_Point_No_Point",86.868,0,0,"Live large","Hook only",6420,2017-06-13,6,14:29:00,16:16:00,3,"Point_No_Point","Central Sound","lingcod_bycatch",5.35
"514","byc_10_South_Blake",56.0832,0,0,"no bait","Artificial Lure",5760,2017-06-14,6,07:19:00,08:55:00,4,"South_Blake","Central Sound","lingcod_bycatch",6.4
"515","byc_11_Pile_Point",30.84576,0,0,"Herring","Hook only",5340,2017-09-11,9,14:27:00,15:56:00,4,"Pile_Point","San Juan Islands","lingcod_bycatch",5.93333333333333
"516","byc_11_Reid_rocks/Turn_Island",51.8329333333333,0,0,"no bait","Artificial Lure",6960,2017-09-11,9,09:33:00,11:29:00,3.5,"Reid_rocks/Turn_Island","San Juan Islands","lingcod_bycatch",6.76666666666667
"517","byc_11_Waldron_Island",NA,0,0,"Live large","Hook only",8100,2017-09-11,9,11:29:00,13:44:00,3.66666666666667,"Waldron_Island","San Juan Islands","lingcod_bycatch",8.25
"518","byc_12_Belle_Rock",42.672,0,0,"no bait","Artificial Lure",1620,2017-09-12,9,14:56:00,15:23:00,2,"Belle_Rock","San Juan Islands","lingcod_bycatch",0.9
"519","byc_12_Black_Rock/Strawberry_Island",32.24784,0,0,"no bait","Artificial Lure",1620,2017-09-12,9,14:00:00,14:27:00,3,"Black_Rock/Strawberry_Island","San Juan Islands","lingcod_bycatch",1.35
"520","byc_12_Matia_Island",44.0020363636364,0,0,"Herring","Hook only",3540,2017-09-12,9,10:35:00,11:34:00,3,"Matia_Island","San Juan Islands","lingcod_bycatch",2.95
"521","byc_12_Point_Lawrence",60.96,0,0,"Herring","Hook only",2700,2017-09-12,9,12:15:00,13:00:00,3,"Point_Lawrence","San Juan Islands","lingcod_bycatch",2.25
"522","byc_12_South_Blakely",36.576,0,0,"no bait","Artificial Lure",4680,2017-09-12,9,13:23:00,14:41:00,2.8,"South_Blakely","San Juan Islands","lingcod_bycatch",3.64
"523","byc_12_Sucia_Island",27.8257,0,0,"Live large","Hook only",6480,2017-09-12,9,08:27:00,10:15:00,2.66666666666667,"Sucia_Island","San Juan Islands","lingcod_bycatch",4.8
"524","byc_13_Black_Rock/Strawberry_Island",40.386,0,0,"Live large","Hook only",5520,2017-09-24,9,13:21:00,14:53:00,3,"Black_Rock/Strawberry_Island","San Juan Islands","lingcod_bycatch",4.6
"525","byc_13_Matia_Island",44.6772631578947,0,0,"no bait","Artificial Lure",5340,2017-09-24,9,10:38:00,12:07:00,3,"Matia_Island","San Juan Islands","lingcod_bycatch",4.45
"526","byc_13_Sucia_Island",28.956,0,0,"Herring","Hook only",6900,2017-09-24,9,08:19:00,10:14:00,3.85714285714286,"Sucia_Island","San Juan Islands","lingcod_bycatch",7.39285714285714
"527","byc_14_Eagle_Point",45.1104,0,0,"Live large","Hook only",4140,2017-09-25,9,09:48:00,10:57:00,4,"Eagle_Point","San Juan Islands","lingcod_bycatch",4.6
"528","byc_14_Pile_Point",27.8972210526316,0,0,"no bait","Artificial Lure",7620,2017-09-25,9,11:27:00,13:34:00,4,"Pile_Point","San Juan Islands","lingcod_bycatch",8.46666666666667
"529","byc_14_South_Lopez",45.72,0,0,"Herring","Hook only",5040,2017-09-25,9,14:14:00,15:38:00,4,"South_Lopez","San Juan Islands","lingcod_bycatch",5.6
"530","byc_15_Belle_Rock",40.7877818181818,0,0,"Herring","Hook only",4080,2017-09-26,9,13:56:00,15:04:00,3.42857142857143,"Belle_Rock","San Juan Islands","lingcod_bycatch",3.88571428571429
"531","byc_15_Matia_Island",39.7256,0,0,"Live large","Hook only",6060,2017-09-26,9,10:20:00,12:01:00,3.11111111111111,"Matia_Island","San Juan Islands","lingcod_bycatch",5.23703703703704
"532","byc_15_South_Blakely",46.101,0,0,"Herring","Hook only",1980,2017-09-26,9,13:08:00,13:41:00,4,"South_Blakely","San Juan Islands","lingcod_bycatch",2.2
"533","byc_15_Sucia_Island",26.5611428571429,0,0,"no bait","Artificial Lure",5880,2017-09-26,9,08:25:00,10:03:00,3,"Sucia_Island","San Juan Islands","lingcod_bycatch",4.9
"534","byc_16_Eagle_Point",27.79776,0,0,"Herring","Hook only",4380,2017-10-09,10,10:25:00,11:38:00,4,"Eagle_Point","San Juan Islands","lingcod_bycatch",4.86666666666667
"535","byc_16_Pile_Point",30.9753,0,0,"no bait","Artificial Lure",5640,2017-10-09,10,12:10:00,13:44:00,4,"Pile_Point","San Juan Islands","lingcod_bycatch",6.26666666666667
"536","byc_16_Reid_rocks/Turn_Island",17.272,0,0,"Herring","Hook only",720,2017-10-09,10,09:39:00,09:51:00,3,"Reid_rocks/Turn_Island","San Juan Islands","lingcod_bycatch",0.6
"537","byc_16_South_Lopez",31.75,0,0,"Live large","Hook only",4680,2017-10-09,10,14:17:00,15:35:00,3,"South_Lopez","San Juan Islands","lingcod_bycatch",3.9
"538","byc_17_Keystone_west",56.4295636363636,0,0,"no bait","Artificial Lure",5160,2018-03-12,3,10:43:00,12:09:00,3.83333333333333,"Keystone_west","Central Sound","lingcod_bycatch",5.49444444444444
"539","byc_17_Possession_inshore",19.7104,0,0,"Herring","Hook only",2700,2018-03-12,3,13:13:00,13:58:00,4,"Possession_inshore","Central Sound","lingcod_bycatch",3
"540","byc_17_Possession_offshore",19.3548,0,0,"Live large","Hook only",24480,2018-03-12,3,07:59:00,14:47:00,3.73076923076923,"Possession_offshore","Central Sound","lingcod_bycatch",25.3692307692308
"541","byc_18_Keystone_east",50.5097142857143,0,0,"Herring","Hook only",4860,2018-03-15,3,12:00:00,13:21:00,4,"Keystone_east","Central Sound","lingcod_bycatch",5.4
"542","byc_18_Keystone_west",40.66032,0,0,"Live large","Hook only",5640,2018-03-15,3,10:13:00,11:47:00,4,"Keystone_west","Central Sound","lingcod_bycatch",6.26666666666667
"543","byc_18_Possession_offshore",18.288,0,0,"no bait","Artificial Lure",5160,2018-03-15,3,14:32:00,15:58:00,4,"Possession_offshore","Central Sound","lingcod_bycatch",5.73333333333333
"544","byc_19_4_mile_rock",26.416,0,0,"no bait","Artificial Lure",5340,2018-03-16,3,08:13:00,09:42:00,3.875,"4_mile_rock","Central Sound","lingcod_bycatch",5.74791666666667
"545","byc_19_Blakely_Rocks/Pt._Glover/Boeing_Creek",22.0218,0,0,"Live large","Hook only",7320,2018-03-16,3,10:23:00,12:25:00,4,"Blakely_Rocks/Pt._Glover/Boeing_Creek","Central Sound","lingcod_bycatch",8.13333333333333
"546","byc_19_South_Blake",48.70704,0,0,"Herring","Hook only",5760,2018-03-16,3,12:51:00,14:27:00,3.875,"South_Blake","Central Sound","lingcod_bycatch",6.2
"547","byc_2_Keystone",39.4885333333333,0,0,"Live large","Hook only",4380,2017-04-11,4,12:11:00,13:24:00,2.66666666666667,"Keystone","Central Sound","lingcod_bycatch",3.24444444444444
"548","byc_2_Klas_rock",21.9891428571429,0,0,"no bait","Artificial Lure",7320,2017-04-11,4,09:19:00,11:21:00,3.7,"Klas_rock","Central Sound","lingcod_bycatch",7.52333333333333
"549","byc_2_Possession_offshore",16.4592,0,0,"Herring","Hook only",5340,2017-04-11,4,14:38:00,16:07:00,4,"Possession_offshore","Central Sound","lingcod_bycatch",5.93333333333333
"550","byc_20_Keystone_east",59.3852,1,0,"no bait","Artificial Lure",9720,2018-03-29,3,11:11:00,13:53:00,3,"Keystone_east","Central Sound","lingcod_bycatch",8.1
"551","byc_20_Keystone_west",44.1282666666667,0,0,"Herring","Hook only",6000,2018-03-29,3,09:31:00,11:11:00,2.25,"Keystone_west","Central Sound","lingcod_bycatch",3.75
"552","byc_20_Possession_offshore",18.2118,0,0,"Live large","Hook only",5460,2018-03-29,3,13:53:00,15:24:00,3,"Possession_offshore","Central Sound","lingcod_bycatch",4.55
"553","byc_21_Keystone_east",53.27904,0,0,"Live large","Hook only",5400,2018-03-30,3,11:37:00,13:07:00,3,"Keystone_east","Central Sound","lingcod_bycatch",4.5
"554","byc_21_Keystone_west",47.6504,0,0,"no bait","Artificial Lure",4920,2018-03-30,3,09:55:00,11:17:00,3,"Keystone_west","Central Sound","lingcod_bycatch",4.1
"555","byc_21_Possession_inshore",17.7165,0,0,"Herring","Hook only",6420,2018-03-30,3,14:23:00,16:10:00,3,"Possession_inshore","Central Sound","lingcod_bycatch",5.35
"556","byc_22_Eagle_Point",40.6908,0,0,"no bait","Artificial Lure",5520,2018-04-23,4,12:41:00,14:13:00,4,"Eagle_Point","San Juan Islands","lingcod_bycatch",6.13333333333333
"557","byc_22_Pile_Point",39.4814322580645,0,0,"Live large","Hook only",6000,2018-04-23,4,10:38:00,12:18:00,3.42857142857143,"Pile_Point","San Juan Islands","lingcod_bycatch",5.71428571428571
"558","byc_22_South_Lopez",49.0259076923077,0,0,"Herring","Hook only",5100,2018-04-23,4,08:08:00,09:33:00,3.375,"South_Lopez","San Juan Islands","lingcod_bycatch",4.78125
"559","byc_23_Bird_rocks",44.196,0,0,"no bait","Artificial Lure",3840,2018-04-24,4,07:21:00,08:25:00,3.9,"Bird_rocks","San Juan Islands","lingcod_bycatch",4.16
"560","byc_23_Black_rock",56.02224,0,0,"no bait","Artificial Lure",2400,2018-04-24,4,08:41:00,09:21:00,4,"Black_rock","San Juan Islands","lingcod_bycatch",2.66666666666667
"561","byc_23_Point_Lawrence",64.3128,0,0,"Live large","Hook only",5520,2018-04-24,4,10:08:00,11:40:00,4,"Point_Lawrence","San Juan Islands","lingcod_bycatch",6.13333333333333
"562","byc_23_Sucia_Island",32.3088,0,0,"Herring","Hook only",5460,2018-04-24,4,12:25:00,13:56:00,4,"Sucia_Island","San Juan Islands","lingcod_bycatch",6.06666666666667
"563","byc_24_Eagle_Point",77.4954,1,0,"Live large","Hook only",5460,2018-04-25,4,10:14:00,11:45:00,3,"Eagle_Point","San Juan Islands","lingcod_bycatch",4.55
"564","byc_24_Pile_Point",55.2704,1,0,"Herring","Hook only",5400,2018-04-25,4,12:07:00,13:37:00,2.71428571428571,"Pile_Point","San Juan Islands","lingcod_bycatch",4.07142857142857
"565","byc_24_South_Lopez",51.4434666666667,3,0,"no bait","Artificial Lure",5640,2018-04-25,4,07:52:00,09:26:00,2.66666666666667,"South_Lopez","San Juan Islands","lingcod_bycatch",4.17777777777778
"566","byc_25_Bird_rocks",44.196,0,0,"Live large","Hook only",2100,2018-04-26,4,14:26:00,15:01:00,3,"Bird_rocks","San Juan Islands","lingcod_bycatch",1.75
"567","byc_25_Black_rock",62.6872,0,0,"Live large","Hook only",3420,2018-04-26,4,13:05:00,14:02:00,3,"Black_rock","San Juan Islands","lingcod_bycatch",2.85
"568","byc_25_Point_Lawrence",51.41976,0,0,"Herring","Hook only",5640,2018-04-26,4,10:47:00,12:21:00,3,"Point_Lawrence","San Juan Islands","lingcod_bycatch",4.7
"569","byc_25_Sucia_Island",23.7744,0,0,"no bait","Artificial Lure",5520,2018-04-26,4,08:33:00,10:05:00,3,"Sucia_Island","San Juan Islands","lingcod_bycatch",4.6
"570","byc_26_Keystone_east",56.8452,0,0,"Herring","Hook only",5280,2018-05-21,5,15:19:00,16:47:00,3,"Keystone_east","Central Sound","lingcod_bycatch",4.4
"571","byc_26_Keystone_west",35.56,0,0,"Live large","Hook only",5580,2018-05-21,5,17:02:00,18:35:00,2.83333333333333,"Keystone_west","Central Sound","lingcod_bycatch",4.39166666666667
"572","byc_26_Possession_offshore",19.431,0,0,"no bait","Artificial Lure",5460,2018-05-21,5,19:51:00,21:22:00,3,"Possession_offshore","Central Sound","lingcod_bycatch",4.55
"573","byc_27_Double_Bluff",25.7937,0,0,"Live large","Hook only",5760,2018-06-07,6,15:58:00,17:34:00,3.75,"Double_Bluff","Central Sound","lingcod_bycatch",6
"574","byc_27_Keystone_east",42.5631428571429,0,0,"no bait","Artificial Lure",6000,2018-06-07,6,20:01:00,21:41:00,4,"Keystone_east","Central Sound","lingcod_bycatch",6.66666666666667
"575","byc_27_Keystone_west",49.149,0,0,"Herring","Hook only",4920,2018-06-07,6,18:29:00,19:51:00,4,"Keystone_west","Central Sound","lingcod_bycatch",5.46666666666667
"576","byc_28_Double_Bluff",23.2544470588235,0,0,"Herring","Hook only",4620,2018-09-13,9,15:30:00,16:47:00,3.6,"Double_Bluff","Central Sound","lingcod_bycatch",4.62
"577","byc_28_Keystone_east",33.8709,0,0,"Live large","Hook only",8520,2018-09-13,9,16:52:00,19:14:00,4,"Keystone_east","Central Sound","lingcod_bycatch",9.46666666666667
"578","byc_28_Keystone_west",35.9156,0,0,"no bait","Artificial Lure",5700,2018-09-13,9,19:21:00,20:56:00,4,"Keystone_west","Central Sound","lingcod_bycatch",6.33333333333333
"579","byc_29_Gedney_Island",13.716,0,0,"Herring","Hook only",4200,2018-09-14,9,18:29:00,19:39:00,3.71428571428571,"Gedney_Island","Whidbey Island","lingcod_bycatch",4.33333333333333
"580","byc_29_Possession_east",19.99488,0,0,"Live large","Hook only",5940,2018-09-14,9,16:40:00,18:19:00,4,"Possession_east","Central Sound","lingcod_bycatch",6.6
"581","byc_29_Possession_west",19.7011636363636,0,0,"no bait","Artificial Lure",5760,2018-09-14,9,15:00:00,16:36:00,4,"Possession_west","Central Sound","lingcod_bycatch",6.4
"582","byc_3_Black_Rock/Strawberry_Island",51.2499428571429,0,0,"Herring","Hook only",4920,2017-04-17,4,12:33:00,13:55:00,3.875,"Black_Rock/Strawberry_Island","San Juan Islands","lingcod_bycatch",5.29583333333333
"583","byc_3_Peapod/Buckeye/Sisters",30.48,0,0,"Live large","Hook only",6960,2017-04-17,4,08:01:00,09:57:00,3,"Peapod/Buckeye/Sisters","San Juan Islands","lingcod_bycatch",5.8
"584","byc_3_Point_Lawrence",59.944,0,0,"no bait","Artificial Lure",4560,2017-04-17,4,10:20:00,11:36:00,3.5,"Point_Lawrence","San Juan Islands","lingcod_bycatch",4.43333333333333
"585","byc_30_Double_Bluff",21.9456,0,0,"no bait","Artificial Lure",2880,2018-09-28,9,17:30:00,18:18:00,4,"Double_Bluff","Central Sound","lingcod_bycatch",3.2
"586","byc_30_Keystone_north",41.656,0,0,"Live large","Hook only",4140,2018-09-28,9,20:30:00,21:39:00,4,"Keystone_north","Central Sound","lingcod_bycatch",4.6
"587","byc_30_Keystone_south",34.3069333333333,0,0,"Herring","Hook only",6120,2018-09-28,9,18:30:00,20:12:00,4,"Keystone_south","Central Sound","lingcod_bycatch",6.8
"588","byc_31_Gedney_Island",16.6116,0,0,"Live large","Hook only",6660,2019-03-04,3,20:14:00,22:05:00,4,"Gedney_Island","Whidbey Island","lingcod_bycatch",7.4
"589","byc_31_Possession_east",17.78,0,0,"no bait","Artificial Lure",5100,2019-03-04,3,16:34:00,17:59:00,4.77777777777778,"Possession_east","Central Sound","lingcod_bycatch",6.76851851851852
"590","byc_31_Possession_west",16.3903741935484,0,0,"Herring","Hook only",6060,2019-03-04,3,18:03:00,19:44:00,4,"Possession_west","Central Sound","lingcod_bycatch",6.73333333333333
"591","byc_32_Gedney_Island",15.24,0,0,"no bait","Artificial Lure",5340,2019-03-05,3,20:07:00,21:36:00,4,"Gedney_Island","Whidbey Island","lingcod_bycatch",5.93333333333333
"592","byc_32_Possession_east",16.8510857142857,0,0,"Herring","Hook only",4500,2019-03-05,3,16:51:00,18:06:00,4,"Possession_east","Central Sound","lingcod_bycatch",5
"593","byc_32_Possession_west",13.7541,0,0,"Live large","Hook only",5340,2019-03-05,3,18:20:00,19:49:00,4,"Possession_west","Central Sound","lingcod_bycatch",5.93333333333333
"594","byc_33_Gedney_Island",13.4470588235294,0,0,"Herring","Hook only",6840,2019-03-14,3,18:20:00,20:14:00,4,"Gedney_Island","Whidbey Island","lingcod_bycatch",7.6
"595","byc_33_Possession_east",20.7264,0,0,"Live large","Hook only",5400,2019-03-14,3,16:38:00,18:08:00,4,"Possession_east","Central Sound","lingcod_bycatch",6
"596","byc_33_Possession_west",18.4658,0,0,"no bait","Artificial Lure",6660,2019-03-14,3,14:26:00,16:17:00,4,"Possession_west","Central Sound","lingcod_bycatch",7.4
"597","byc_34_Double_Bluff",23.9485714285714,0,0,"Herring","Hook only",7680,2019-03-15,3,18:52:00,21:00:00,4,"Double_Bluff","Central Sound","lingcod_bycatch",8.53333333333333
"598","byc_34_Keystone_north",39.0652,0,0,"no bait","Artificial Lure",10860,2019-03-15,3,14:26:00,17:27:00,4,"Keystone_north","Central Sound","lingcod_bycatch",12.0666666666667
"599","byc_34_Keystone_south",45.8216,0,0,"Live large","Hook only",4800,2019-03-15,3,17:29:00,18:49:00,4,"Keystone_south","Central Sound","lingcod_bycatch",5.33333333333333
"600","byc_35_Double_Bluff",18.4912,0,0,"Live large","Hook only",7320,2019-03-28,3,18:44:00,20:46:00,4,"Double_Bluff","Central Sound","lingcod_bycatch",8.13333333333333
"601","byc_35_Keystone_north",45.8978,0,0,"Herring","Hook only",5520,2019-03-28,3,17:08:00,18:40:00,4,"Keystone_north","Central Sound","lingcod_bycatch",6.13333333333333
"602","byc_35_Keystone_south",52.9481142857143,0,0,"no bait","Artificial Lure",4800,2019-03-28,3,15:42:00,17:02:00,3.8,"Keystone_south","Central Sound","lingcod_bycatch",5.06666666666667
"603","byc_36_Belle_Rock",68.9102,0,0,"Herring","Hook only",3660,2019-06-10,6,07:38:00,08:39:00,3.5,"Belle_Rock","San Juan Islands","lingcod_bycatch",3.55833333333333
"604","byc_36_Black_rock",67.4478857142857,1,0,"Herring","Hook only",2160,2019-06-10,6,09:11:00,09:47:00,3.66666666666667,"Black_rock","San Juan Islands","lingcod_bycatch",2.2
"605","byc_36_Point_Lawrence",59.3251636363636,0,0,"no bait","Artificial Lure",5280,2019-06-10,6,10:32:00,12:00:00,4,"Point_Lawrence","San Juan Islands","lingcod_bycatch",5.86666666666667
"606","byc_36_Sucia_Island",30.72384,0,0,"Live large","Hook only",6540,2019-06-10,6,12:53:00,14:42:00,4,"Sucia_Island","San Juan Islands","lingcod_bycatch",7.26666666666667
"607","byc_37_Eagle_Point",38.0746,0,0,"Herring","Hook only",5460,2019-06-11,6,09:58:00,11:29:00,4,"Eagle_Point","San Juan Islands","lingcod_bycatch",6.06666666666667
"608","byc_37_Pile_Point",63.8556,0,0,"no bait","Artificial Lure",5460,2019-06-11,6,11:49:00,13:20:00,4,"Pile_Point","San Juan Islands","lingcod_bycatch",6.06666666666667
"609","byc_37_South_Lopez",57.912,0,0,"Live large","Hook only",5820,2019-06-11,6,07:44:00,09:21:00,3.66666666666667,"South_Lopez","San Juan Islands","lingcod_bycatch",5.92777777777778
"610","byc_4_Eagle_Point",49.0389333333333,0,0,"no bait","Artificial Lure",5280,2017-04-18,4,11:48:00,13:16:00,4,"Eagle_Point","San Juan Islands","lingcod_bycatch",5.86666666666667
"611","byc_4_Pile_Point",44.0020363636364,1,0,"Herring","Hook only",4380,2017-04-18,4,13:36:00,14:49:00,3,"Pile_Point","San Juan Islands","lingcod_bycatch",3.65
"612","byc_4_San_Juan_Channel",59.7408,0,0,"Live large","Hook only",8280,2017-04-18,4,08:32:00,10:50:00,3,"San_Juan_Channel","San Juan Islands","lingcod_bycatch",6.9
"613","byc_5_Eagle_Point",35.3568,0,0,"Herring","Hook only",3360,2017-04-20,4,13:34:00,14:30:00,3.6,"Eagle_Point","San Juan Islands","lingcod_bycatch",3.36
"614","byc_5_Pile_Point",37.7952,0,0,"Live large","Hook only",5280,2017-04-20,4,11:54:00,13:22:00,2.16666666666667,"Pile_Point","San Juan Islands","lingcod_bycatch",3.17777777777778
"615","byc_5_South_Lopez",45.8893333333333,2,0,"no bait","Artificial Lure",6780,2017-04-20,4,09:21:00,11:14:00,3.1,"South_Lopez","San Juan Islands","lingcod_bycatch",5.83833333333333
"616","byc_6_Black_Rock/Strawberry_Island",55.4953714285714,0,0,"Herring","Hook only",5460,2017-04-21,4,09:10:00,10:41:00,4,"Black_Rock/Strawberry_Island","San Juan Islands","lingcod_bycatch",6.06666666666667
"617","byc_6_Peapod/Buckeye/Sisters",53.34,0,0,"no bait","Artificial Lure",6000,2017-04-21,4,13:07:00,14:47:00,4,"Peapod/Buckeye/Sisters","San Juan Islands","lingcod_bycatch",6.66666666666667
"618","byc_6_Point_Lawrence",72.2376,0,0,"Live large","Hook only",5220,2017-04-21,4,11:18:00,12:45:00,2,"Point_Lawrence","San Juan Islands","lingcod_bycatch",2.9
